year,icd_main_category,icd_detail_category,gender,death_age,death_count
2021,1-058-Diseases of the nervous system(G00-G98),"1-061-Remainder of diseases of the nervous system(G04-G25,G31-G98)",F,60 - 64,5
2021,1-058-Diseases of the nervous system(G00-G98),"1-061-Remainder of diseases of the nervous system(G04-G25,G31-G98)",F,65 - 69,9
2021,1-058-Diseases of the nervous system(G00-G98),"1-061-Remainder of diseases of the nervous system(G04-G25,G31-G98)",F,70 - 74,11
2021,1-058-Diseases of the nervous system(G00-G98),"1-061-Remainder of diseases of the nervous system(G04-G25,G31-G98)",F,75 - 79,7
2021,1-058-Diseases of the nervous system(G00-G98),"1-061-Remainder of diseases of the nervous system(G04-G25,G31-G98)",F,80 - 84,19
2021,1-058-Diseases of the nervous system(G00-G98),"1-061-Remainder of diseases of the nervous system(G04-G25,G31-G98)",F,85 and Over,27
2021,1-063-Diseases of the ear and mastoid process(H60-H93),1-063-Diseases of the ear and mastoid process(H60-H93),F,40 - 49,1
2021,1-063-Diseases of the ear and mastoid process(H60-H93),1-063-Diseases of the ear and mastoid process(H60-H93),F,85 and Over,1
2021,1-064-Diseases of the circulatory system(I00-I99),1-065-Acute rheumatic fever and chronic rheumatic heart diseases(I00-I09),F,50 - 59,1
2021,1-064-Diseases of the circulatory system(I00-I99),1-065-Acute rheumatic fever and chronic rheumatic heart diseases(I00-I09),F,65 - 69,1
2021,1-064-Diseases of the circulatory system(I00-I99),1-065-Acute rheumatic fever and chronic rheumatic heart diseases(I00-I09),F,70 - 74,1
2021,1-064-Diseases of the circulatory system(I00-I99),1-065-Acute rheumatic fever and chronic rheumatic heart diseases(I00-I09),F,75 - 79,1
2021,1-064-Diseases of the circulatory system(I00-I99),1-065-Acute rheumatic fever and chronic rheumatic heart diseases(I00-I09),F,80 - 84,4
2021,1-064-Diseases of the circulatory system(I00-I99),1-065-Acute rheumatic fever and chronic rheumatic heart diseases(I00-I09),F,85 and Over,5
2021,1-064-Diseases of the circulatory system(I00-I99),1-066-Hypertensive diseases(I10-I13),F,30 - 39,2
2021,1-064-Diseases of the circulatory system(I00-I99),1-066-Hypertensive diseases(I10-I13),F,40 - 49,9
2021,1-064-Diseases of the circulatory system(I00-I99),1-066-Hypertensive diseases(I10-I13),F,50 - 59,14
2021,1-064-Diseases of the circulatory system(I00-I99),1-066-Hypertensive diseases(I10-I13),F,60 - 64,29
2021,1-064-Diseases of the circulatory system(I00-I99),1-066-Hypertensive diseases(I10-I13),F,65 - 69,35
2021,1-064-Diseases of the circulatory system(I00-I99),1-066-Hypertensive diseases(I10-I13),F,70 - 74,40
2021,1-064-Diseases of the circulatory system(I00-I99),1-066-Hypertensive diseases(I10-I13),F,75 - 79,43
2021,1-064-Diseases of the circulatory system(I00-I99),1-066-Hypertensive diseases(I10-I13),F,80 - 84,65
2021,1-064-Diseases of the circulatory system(I00-I99),1-066-Hypertensive diseases(I10-I13),F,85 and Over,139
2021,1-064-Diseases of the circulatory system(I00-I99),1-067-Ischaemic heart diseases(I20-I25),F,Oct-19,1
2021,1-064-Diseases of the circulatory system(I00-I99),1-067-Ischaemic heart diseases(I20-I25),F,30 - 39,4
2021,1-064-Diseases of the circulatory system(I00-I99),1-067-Ischaemic heart diseases(I20-I25),F,40 - 49,28
2021,1-064-Diseases of the circulatory system(I00-I99),1-067-Ischaemic heart diseases(I20-I25),F,50 - 59,69
2021,1-064-Diseases of the circulatory system(I00-I99),1-067-Ischaemic heart diseases(I20-I25),F,60 - 64,78
2021,1-064-Diseases of the circulatory system(I00-I99),1-067-Ischaemic heart diseases(I20-I25),F,65 - 69,127
2021,1-064-Diseases of the circulatory system(I00-I99),1-067-Ischaemic heart diseases(I20-I25),F,70 - 74,171
2021,1-064-Diseases of the circulatory system(I00-I99),1-067-Ischaemic heart diseases(I20-I25),F,75 - 79,196
2021,1-064-Diseases of the circulatory system(I00-I99),1-067-Ischaemic heart diseases(I20-I25),F,80 - 84,312
2021,1-064-Diseases of the circulatory system(I00-I99),1-067-Ischaemic heart diseases(I20-I25),F,85 and Over,813
2021,1-064-Diseases of the circulatory system(I00-I99),1-068-Other heart diseases(I26-I51),F,5-Sep,2
2021,1-064-Diseases of the circulatory system(I00-I99),1-068-Other heart diseases(I26-I51),F,Oct-19,2
2021,1-064-Diseases of the circulatory system(I00-I99),1-068-Other heart diseases(I26-I51),F,20 - 29,2
2021,1-064-Diseases of the circulatory system(I00-I99),1-068-Other heart diseases(I26-I51),F,30 - 39,7
2021,1-064-Diseases of the circulatory system(I00-I99),1-068-Other heart diseases(I26-I51),F,40 - 49,12
2021,1-064-Diseases of the circulatory system(I00-I99),1-068-Other heart diseases(I26-I51),F,50 - 59,9
2021,1-064-Diseases of the circulatory system(I00-I99),1-068-Other heart diseases(I26-I51),F,60 - 64,10
2021,1-064-Diseases of the circulatory system(I00-I99),1-068-Other heart diseases(I26-I51),F,65 - 69,22
2021,1-064-Diseases of the circulatory system(I00-I99),1-068-Other heart diseases(I26-I51),F,70 - 74,22
2021,1-064-Diseases of the circulatory system(I00-I99),1-068-Other heart diseases(I26-I51),F,75 - 79,26
2021,1-064-Diseases of the circulatory system(I00-I99),1-068-Other heart diseases(I26-I51),F,80 - 84,30
2021,1-064-Diseases of the circulatory system(I00-I99),1-068-Other heart diseases(I26-I51),F,85 and Over,96
2021,1-064-Diseases of the circulatory system(I00-I99),1-069-Cerebrovascular diseases(I60-I69),F,20 - 29,2
2021,1-064-Diseases of the circulatory system(I00-I99),1-069-Cerebrovascular diseases(I60-I69),F,30 - 39,9
2021,1-064-Diseases of the circulatory system(I00-I99),1-069-Cerebrovascular diseases(I60-I69),F,40 - 49,12
2021,1-064-Diseases of the circulatory system(I00-I99),1-069-Cerebrovascular diseases(I60-I69),F,50 - 59,43
2021,1-064-Diseases of the circulatory system(I00-I99),1-069-Cerebrovascular diseases(I60-I69),F,60 - 64,35
2021,1-064-Diseases of the circulatory system(I00-I99),1-069-Cerebrovascular diseases(I60-I69),F,65 - 69,47
2021,1-064-Diseases of the circulatory system(I00-I99),1-069-Cerebrovascular diseases(I60-I69),F,70 - 74,57
2021,1-064-Diseases of the circulatory system(I00-I99),1-069-Cerebrovascular diseases(I60-I69),F,75 - 79,80
2021,1-064-Diseases of the circulatory system(I00-I99),1-069-Cerebrovascular diseases(I60-I69),F,80 - 84,152
2021,1-064-Diseases of the circulatory system(I00-I99),1-069-Cerebrovascular diseases(I60-I69),F,85 and Over,341
2021,1-064-Diseases of the circulatory system(I00-I99),1-070-Atherosclerosis(I71),F,60 - 64,1
2021,1-064-Diseases of the circulatory system(I00-I99),1-070-Atherosclerosis(I71),F,70 - 74,1
2021,1-064-Diseases of the circulatory system(I00-I99),1-070-Atherosclerosis(I71),F,75 - 79,1
2021,1-064-Diseases of the circulatory system(I00-I99),1-070-Atherosclerosis(I71),F,80 - 84,4
2021,1-064-Diseases of the circulatory system(I00-I99),1-070-Atherosclerosis(I71),F,85 and Over,26
2021,1-064-Diseases of the circulatory system(I00-I99),1-071-Remainder of diseases of the circulatory system(I71-I99),F,30 - 39,3
2021,1-064-Diseases of the circulatory system(I00-I99),1-071-Remainder of diseases of the circulatory system(I71-I99),F,40 - 49,9
2021,1-064-Diseases of the circulatory system(I00-I99),1-071-Remainder of diseases of the circulatory system(I71-I99),F,50 - 59,4
2021,1-064-Diseases of the circulatory system(I00-I99),1-071-Remainder of diseases of the circulatory system(I71-I99),F,60 - 64,7
2021,1-064-Diseases of the circulatory system(I00-I99),1-071-Remainder of diseases of the circulatory system(I71-I99),F,65 - 69,11
2021,1-064-Diseases of the circulatory system(I00-I99),1-071-Remainder of diseases of the circulatory system(I71-I99),F,70 - 74,18
2021,1-064-Diseases of the circulatory system(I00-I99),1-071-Remainder of diseases of the circulatory system(I71-I99),F,75 - 79,16
2021,1-064-Diseases of the circulatory system(I00-I99),1-071-Remainder of diseases of the circulatory system(I71-I99),F,80 - 84,30
2021,1-064-Diseases of the circulatory system(I00-I99),1-071-Remainder of diseases of the circulatory system(I71-I99),F,85 and Over,68
2021,1-072-Diseases of the respiratory system(J00-J98),1-074-Pneumonia(J12-J18),F,5-Sep,1
2021,1-072-Diseases of the respiratory system(J00-J98),1-074-Pneumonia(J12-J18),F,20 - 29,1
2021,1-072-Diseases of the respiratory system(J00-J98),1-074-Pneumonia(J12-J18),F,28 days - under 1 years,2
2021,1-072-Diseases of the respiratory system(J00-J98),1-074-Pneumonia(J12-J18),F,30 - 39,6
2021,1-072-Diseases of the respiratory system(J00-J98),1-074-Pneumonia(J12-J18),F,40 - 49,10
2021,1-072-Diseases of the respiratory system(J00-J98),1-074-Pneumonia(J12-J18),F,50 - 59,28
2021,1-072-Diseases of the respiratory system(J00-J98),1-074-Pneumonia(J12-J18),F,60 - 64,40
2021,1-072-Diseases of the respiratory system(J00-J98),1-074-Pneumonia(J12-J18),F,65 - 69,52
2021,1-072-Diseases of the respiratory system(J00-J98),1-074-Pneumonia(J12-J18),F,70 - 74,129
2021,1-072-Diseases of the respiratory system(J00-J98),1-074-Pneumonia(J12-J18),F,75 - 79,176
2021,1-072-Diseases of the respiratory system(J00-J98),1-074-Pneumonia(J12-J18),F,80 - 84,317
2021,1-072-Diseases of the respiratory system(J00-J98),1-074-Pneumonia(J12-J18),F,85 and Over,1390
2021,1-072-Diseases of the respiratory system(J00-J98),1-075-Other acute lower respiratory infections(J20-J22),F,85 and Over,1
2021,1-072-Diseases of the respiratory system(J00-J98),1-076-Chronic lower respiratory diseases(J40-J47),F,Oct-19,2
2021,1-072-Diseases of the respiratory system(J00-J98),1-076-Chronic lower respiratory diseases(J40-J47),F,30 - 39,2
2021,1-072-Diseases of the respiratory system(J00-J98),1-076-Chronic lower respiratory diseases(J40-J47),F,40 - 49,2
2021,1-072-Diseases of the respiratory system(J00-J98),1-076-Chronic lower respiratory diseases(J40-J47),F,50 - 59,4
2021,1-072-Diseases of the respiratory system(J00-J98),1-076-Chronic lower respiratory diseases(J40-J47),F,60 - 64,3
2021,1-072-Diseases of the respiratory system(J00-J98),1-076-Chronic lower respiratory diseases(J40-J47),F,65 - 69,4
2021,1-072-Diseases of the respiratory system(J00-J98),1-076-Chronic lower respiratory diseases(J40-J47),F,70 - 74,13
2021,1-072-Diseases of the respiratory system(J00-J98),1-076-Chronic lower respiratory diseases(J40-J47),F,75 - 79,5
2021,1-072-Diseases of the respiratory system(J00-J98),1-076-Chronic lower respiratory diseases(J40-J47),F,80 - 84,12
2021,1-072-Diseases of the respiratory system(J00-J98),1-076-Chronic lower respiratory diseases(J40-J47),F,85 and Over,39
2021,1-072-Diseases of the respiratory system(J00-J98),1-077-Remainder of diseases of the respiratory system,F,50 - 59,6
2021,1-072-Diseases of the respiratory system(J00-J98),1-077-Remainder of diseases of the respiratory system,F,60 - 64,2
2021,1-072-Diseases of the respiratory system(J00-J98),1-077-Remainder of diseases of the respiratory system,F,65 - 69,6
2021,1-072-Diseases of the respiratory system(J00-J98),1-077-Remainder of diseases of the respiratory system,F,70 - 74,4
2021,1-072-Diseases of the respiratory system(J00-J98),1-077-Remainder of diseases of the respiratory system,F,75 - 79,12
2021,1-072-Diseases of the respiratory system(J00-J98),1-077-Remainder of diseases of the respiratory system,F,80 - 84,15
2021,1-072-Diseases of the respiratory system(J00-J98),1-077-Remainder of diseases of the respiratory system,F,85 and Over,12
2021,1-078-Diseases of the digestive system(K00-K92),1-079-Gastric and duodenal ulcer(K25-K27),F,50 - 59,2
2021,1-078-Diseases of the digestive system(K00-K92),1-079-Gastric and duodenal ulcer(K25-K27),F,70 - 74,2
2021,1-078-Diseases of the digestive system(K00-K92),1-079-Gastric and duodenal ulcer(K25-K27),F,75 - 79,2
2021,1-078-Diseases of the digestive system(K00-K92),1-079-Gastric and duodenal ulcer(K25-K27),F,80 - 84,2
2021,1-078-Diseases of the digestive system(K00-K92),1-079-Gastric and duodenal ulcer(K25-K27),F,85 and Over,7
2021,1-078-Diseases of the digestive system(K00-K92),1-080-Diseases of the liver(K70-K76),F,Oct-19,1
2021,1-078-Diseases of the digestive system(K00-K92),1-080-Diseases of the liver(K70-K76),F,30 - 39,1
2021,1-078-Diseases of the digestive system(K00-K92),1-080-Diseases of the liver(K70-K76),F,40 - 49,3
2021,1-078-Diseases of the digestive system(K00-K92),1-080-Diseases of the liver(K70-K76),F,50 - 59,3
2021,1-078-Diseases of the digestive system(K00-K92),1-080-Diseases of the liver(K70-K76),F,60 - 64,9
2021,1-078-Diseases of the digestive system(K00-K92),1-080-Diseases of the liver(K70-K76),F,65 - 69,10
2021,1-078-Diseases of the digestive system(K00-K92),1-080-Diseases of the liver(K70-K76),F,70 - 74,13
2021,1-078-Diseases of the digestive system(K00-K92),1-080-Diseases of the liver(K70-K76),F,75 - 79,15
2021,1-078-Diseases of the digestive system(K00-K92),1-080-Diseases of the liver(K70-K76),F,80 - 84,11
2021,1-078-Diseases of the digestive system(K00-K92),1-080-Diseases of the liver(K70-K76),F,85 and Over,16
2021,1-078-Diseases of the digestive system(K00-K92),1-081-Remainder of diseases of the digestive system,F,5-Sep,1
2021,1-078-Diseases of the digestive system(K00-K92),1-081-Remainder of diseases of the digestive system,F,30 - 39,1
2021,1-078-Diseases of the digestive system(K00-K92),1-081-Remainder of diseases of the digestive system,F,40 - 49,2
2021,1-078-Diseases of the digestive system(K00-K92),1-081-Remainder of diseases of the digestive system,F,50 - 59,6
2021,1-078-Diseases of the digestive system(K00-K92),1-081-Remainder of diseases of the digestive system,F,60 - 64,9
2021,1-078-Diseases of the digestive system(K00-K92),1-081-Remainder of diseases of the digestive system,F,65 - 69,9
2021,1-078-Diseases of the digestive system(K00-K92),1-081-Remainder of diseases of the digestive system,F,70 - 74,18
2021,1-078-Diseases of the digestive system(K00-K92),1-081-Remainder of diseases of the digestive system,F,75 - 79,26
2021,1-078-Diseases of the digestive system(K00-K92),1-081-Remainder of diseases of the digestive system,F,80 - 84,36
2021,1-078-Diseases of the digestive system(K00-K92),1-081-Remainder of diseases of the digestive system,F,85 and Over,109
2021,1-082-Diseases of the skin and subcutaneous tissue(L00-L98),1-082-Diseases of the skin and subcutaneous tissue(L00-L98),F,20 - 29,1
2021,1-082-Diseases of the skin and subcutaneous tissue(L00-L98),1-082-Diseases of the skin and subcutaneous tissue(L00-L98),F,40 - 49,2
2021,1-082-Diseases of the skin and subcutaneous tissue(L00-L98),1-082-Diseases of the skin and subcutaneous tissue(L00-L98),F,50 - 59,1
2021,1-082-Diseases of the skin and subcutaneous tissue(L00-L98),1-082-Diseases of the skin and subcutaneous tissue(L00-L98),F,60 - 64,1
2021,1-082-Diseases of the skin and subcutaneous tissue(L00-L98),1-082-Diseases of the skin and subcutaneous tissue(L00-L98),F,65 - 69,5
2021,1-082-Diseases of the skin and subcutaneous tissue(L00-L98),1-082-Diseases of the skin and subcutaneous tissue(L00-L98),F,70 - 74,4
2021,1-082-Diseases of the skin and subcutaneous tissue(L00-L98),1-082-Diseases of the skin and subcutaneous tissue(L00-L98),F,75 - 79,9
2021,1-082-Diseases of the skin and subcutaneous tissue(L00-L98),1-082-Diseases of the skin and subcutaneous tissue(L00-L98),F,80 - 84,14
2021,1-082-Diseases of the skin and subcutaneous tissue(L00-L98),1-082-Diseases of the skin and subcutaneous tissue(L00-L98),F,85 and Over,65
2021,1-083-Diseases of the musculoskeletal system and connective tissue(M00-M99),1-083-Diseases of the musculoskeletal system and connective tissue(M00-M99),F,28 days - under 1 years,1
2021,1-083-Diseases of the musculoskeletal system and connective tissue(M00-M99),1-083-Diseases of the musculoskeletal system and connective tissue(M00-M99),F,30 - 39,2
2021,1-083-Diseases of the musculoskeletal system and connective tissue(M00-M99),1-083-Diseases of the musculoskeletal system and connective tissue(M00-M99),F,40 - 49,3
2021,1-083-Diseases of the musculoskeletal system and connective tissue(M00-M99),1-083-Diseases of the musculoskeletal system and connective tissue(M00-M99),F,50 - 59,6
2021,1-083-Diseases of the musculoskeletal system and connective tissue(M00-M99),1-083-Diseases of the musculoskeletal system and connective tissue(M00-M99),F,60 - 64,2
2021,1-083-Diseases of the musculoskeletal system and connective tissue(M00-M99),1-083-Diseases of the musculoskeletal system and connective tissue(M00-M99),F,65 - 69,8
2021,1-083-Diseases of the musculoskeletal system and connective tissue(M00-M99),1-083-Diseases of the musculoskeletal system and connective tissue(M00-M99),F,70 - 74,9
2021,1-083-Diseases of the musculoskeletal system and connective tissue(M00-M99),1-083-Diseases of the musculoskeletal system and connective tissue(M00-M99),F,75 - 79,8
2021,1-083-Diseases of the musculoskeletal system and connective tissue(M00-M99),1-083-Diseases of the musculoskeletal system and connective tissue(M00-M99),F,80 - 84,9
2021,1-083-Diseases of the musculoskeletal system and connective tissue(M00-M99),1-083-Diseases of the musculoskeletal system and connective tissue(M00-M99),F,85 and Over,22
2021,1-084-Diseases of the genitourinary system(N00-N98),1-085-Glomerular and renal tubulo-interstitial diseases(N00-N15),F,60 - 64,1
2021,1-084-Diseases of the genitourinary system(N00-N98),1-085-Glomerular and renal tubulo-interstitial diseases(N00-N15),F,70 - 74,3
2021,1-084-Diseases of the genitourinary system(N00-N98),1-085-Glomerular and renal tubulo-interstitial diseases(N00-N15),F,75 - 79,2
2021,1-084-Diseases of the genitourinary system(N00-N98),1-085-Glomerular and renal tubulo-interstitial diseases(N00-N15),F,80 - 84,3
2021,1-084-Diseases of the genitourinary system(N00-N98),1-085-Glomerular and renal tubulo-interstitial diseases(N00-N15),F,85 and Over,1
2021,1-084-Diseases of the genitourinary system(N00-N98),1-086-Remainder of diseases of the genitourinary system(N17-N98),F,30 - 39,2
2021,1-084-Diseases of the genitourinary system(N00-N98),1-086-Remainder of diseases of the genitourinary system(N17-N98),F,40 - 49,5
2021,1-084-Diseases of the genitourinary system(N00-N98),1-086-Remainder of diseases of the genitourinary system(N17-N98),F,50 - 59,21
2021,1-084-Diseases of the genitourinary system(N00-N98),1-086-Remainder of diseases of the genitourinary system(N17-N98),F,60 - 64,25
2021,1-084-Diseases of the genitourinary system(N00-N98),1-086-Remainder of diseases of the genitourinary system(N17-N98),F,65 - 69,35
2021,1-084-Diseases of the genitourinary system(N00-N98),1-086-Remainder of diseases of the genitourinary system(N17-N98),F,70 - 74,61
2021,1-084-Diseases of the genitourinary system(N00-N98),1-086-Remainder of diseases of the genitourinary system(N17-N98),F,75 - 79,84
2021,1-084-Diseases of the genitourinary system(N00-N98),1-086-Remainder of diseases of the genitourinary system(N17-N98),F,80 - 84,131
2021,1-084-Diseases of the genitourinary system(N00-N98),1-086-Remainder of diseases of the genitourinary system(N17-N98),F,85 and Over,348
2021,"1-087-Pregnancy, childbirth and the puerperium(O00-O99)",1-089-Other direct obstetric deaths(O10-O92),F,20 - 29,1
2021,1-092-Certain conditions originating in the perinatal period(P00-P96),1-092-Certain conditions originating in the perinatal period(P00-P96),F,28 days - under 1 years,2
2021,1-092-Certain conditions originating in the perinatal period(P00-P96),1-092-Certain conditions originating in the perinatal period(P00-P96),F,Under 28 days,17
2021,"1-093-Congenital malformations, deformations and chromosomal abnormalities(Q00-Q99)","1-093-Congenital malformations, deformations and chromosomal abnormalities(Q00-Q99)",F,Oct-19,3
2021,"1-093-Congenital malformations, deformations and chromosomal abnormalities(Q00-Q99)","1-093-Congenital malformations, deformations and chromosomal abnormalities(Q00-Q99)",F,20 - 29,2
2021,"1-093-Congenital malformations, deformations and chromosomal abnormalities(Q00-Q99)","1-093-Congenital malformations, deformations and chromosomal abnormalities(Q00-Q99)",F,28 days - under 1 years,4
2021,"1-093-Congenital malformations, deformations and chromosomal abnormalities(Q00-Q99)","1-093-Congenital malformations, deformations and chromosomal abnormalities(Q00-Q99)",F,30 - 39,3
2021,"1-093-Congenital malformations, deformations and chromosomal abnormalities(Q00-Q99)","1-093-Congenital malformations, deformations and chromosomal abnormalities(Q00-Q99)",F,40 - 49,1
2021,"1-093-Congenital malformations, deformations and chromosomal abnormalities(Q00-Q99)","1-093-Congenital malformations, deformations and chromosomal abnormalities(Q00-Q99)",F,65 - 69,2
2021,"1-093-Congenital malformations, deformations and chromosomal abnormalities(Q00-Q99)","1-093-Congenital malformations, deformations and chromosomal abnormalities(Q00-Q99)",F,80 - 84,2
2021,"1-093-Congenital malformations, deformations and chromosomal abnormalities(Q00-Q99)","1-093-Congenital malformations, deformations and chromosomal abnormalities(Q00-Q99)",F,Under 28 days,8
2021,"1-094-Symptoms, signs and abnormal clinical and      laboratory findings, not elsewhere classified(R00-R99)","1-094-Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified(R00-R99)",F,Oct-19,1
2021,"1-094-Symptoms, signs and abnormal clinical and      laboratory findings, not elsewhere classified(R00-R99)","1-094-Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified(R00-R99)",F,20 - 29,1
2021,"1-094-Symptoms, signs and abnormal clinical and      laboratory findings, not elsewhere classified(R00-R99)","1-094-Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified(R00-R99)",F,28 days - under 1 years,3
2021,"1-094-Symptoms, signs and abnormal clinical and      laboratory findings, not elsewhere classified(R00-R99)","1-094-Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified(R00-R99)",F,30 - 39,6
2021,"1-094-Symptoms, signs and abnormal clinical and      laboratory findings, not elsewhere classified(R00-R99)","1-094-Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified(R00-R99)",F,40 - 49,3
2021,"1-094-Symptoms, signs and abnormal clinical and      laboratory findings, not elsewhere classified(R00-R99)","1-094-Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified(R00-R99)",F,50 - 59,3
2021,"1-094-Symptoms, signs and abnormal clinical and      laboratory findings, not elsewhere classified(R00-R99)","1-094-Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified(R00-R99)",F,65 - 69,2
2021,"1-094-Symptoms, signs and abnormal clinical and      laboratory findings, not elsewhere classified(R00-R99)","1-094-Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified(R00-R99)",F,75 - 79,2
2021,"1-094-Symptoms, signs and abnormal clinical and      laboratory findings, not elsewhere classified(R00-R99)","1-094-Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified(R00-R99)",F,80 - 84,1
2021,"1-094-Symptoms, signs and abnormal clinical and      laboratory findings, not elsewhere classified(R00-R99)","1-094-Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified(R00-R99)",F,85 and Over,3
2021,1-095-External causes of morbidity and mortality(V01-Y89),1-096-Transport accidents(V01-V99),F,Oct-19,2
2021,1-095-External causes of morbidity and mortality(V01-Y89),1-096-Transport accidents(V01-V99),F,20 - 29,2
2021,1-095-External causes of morbidity and mortality(V01-Y89),1-096-Transport accidents(V01-V99),F,28 days - under 1 years,1
2021,1-095-External causes of morbidity and mortality(V01-Y89),1-096-Transport accidents(V01-V99),F,40 - 49,5
2021,1-095-External causes of morbidity and mortality(V01-Y89),1-096-Transport accidents(V01-V99),F,50 - 59,1
2021,1-095-External causes of morbidity and mortality(V01-Y89),1-096-Transport accidents(V01-V99),F,60 - 64,1
2021,1-095-External causes of morbidity and mortality(V01-Y89),1-096-Transport accidents(V01-V99),F,70 - 74,3
2021,1-095-External causes of morbidity and mortality(V01-Y89),1-096-Transport accidents(V01-V99),F,75 - 79,1
2021,1-095-External causes of morbidity and mortality(V01-Y89),1-096-Transport accidents(V01-V99),F,80 - 84,1
2021,1-095-External causes of morbidity and mortality(V01-Y89),1-097-Falls(W00-W19),F,20 - 29,2
2021,1-095-External causes of morbidity and mortality(V01-Y89),1-097-Falls(W00-W19),F,40 - 49,4
2021,1-095-External causes of morbidity and mortality(V01-Y89),1-097-Falls(W00-W19),F,50 - 59,1
2021,1-095-External causes of morbidity and mortality(V01-Y89),1-097-Falls(W00-W19),F,60 - 64,1
2021,1-095-External causes of morbidity and mortality(V01-Y89),1-097-Falls(W00-W19),F,65 - 69,1
2021,1-095-External causes of morbidity and mortality(V01-Y89),1-097-Falls(W00-W19),F,70 - 74,3
2021,1-095-External causes of morbidity and mortality(V01-Y89),1-097-Falls(W00-W19),F,75 - 79,15
2021,1-095-External causes of morbidity and mortality(V01-Y89),1-097-Falls(W00-W19),F,80 - 84,9
2021,1-095-External causes of morbidity and mortality(V01-Y89),1-097-Falls(W00-W19),F,85 and Over,16
2021,1-095-External causes of morbidity and mortality(V01-Y89),1-098-Accidental drowning and submersion(W65-W74),F,20 - 29,1
2021,1-095-External causes of morbidity and mortality(V01-Y89),1-098-Accidental drowning and submersion(W65-W74),F,30 - 39,1
2021,1-095-External causes of morbidity and mortality(V01-Y89),1-098-Accidental drowning and submersion(W65-W74),F,70 - 74,1
2021,1-095-External causes of morbidity and mortality(V01-Y89),1-098-Accidental drowning and submersion(W65-W74),F,80 - 84,1
2021,1-095-External causes of morbidity and mortality(V01-Y89),"1-099-Exposure to smoke, fire and flames(X00-X09)",F,40 - 49,1
2021,1-095-External causes of morbidity and mortality(V01-Y89),1-100-Accidental poisoning by and exposure to noxious substances(X40-X49),F,30 - 39,1
2021,1-095-External causes of morbidity and mortality(V01-Y89),1-101-Intentional self-harm(X60-X84),F,Oct-19,21
2021,1-095-External causes of morbidity and mortality(V01-Y89),1-101-Intentional self-harm(X60-X84),F,20 - 29,24
2021,1-095-External causes of morbidity and mortality(V01-Y89),1-101-Intentional self-harm(X60-X84),F,30 - 39,13
2021,1-095-External causes of morbidity and mortality(V01-Y89),1-101-Intentional self-harm(X60-X84),F,40 - 49,11
2021,1-095-External causes of morbidity and mortality(V01-Y89),1-101-Intentional self-harm(X60-X84),F,50 - 59,15
2021,1-095-External causes of morbidity and mortality(V01-Y89),1-101-Intentional self-harm(X60-X84),F,60 - 64,5
2021,1-095-External causes of morbidity and mortality(V01-Y89),1-101-Intentional self-harm(X60-X84),F,65 - 69,9
2021,1-095-External causes of morbidity and mortality(V01-Y89),1-101-Intentional self-harm(X60-X84),F,70 - 74,2
2021,1-095-External causes of morbidity and mortality(V01-Y89),1-101-Intentional self-harm(X60-X84),F,75 - 79,4
2021,1-095-External causes of morbidity and mortality(V01-Y89),1-101-Intentional self-harm(X60-X84),F,80 - 84,9
2021,1-095-External causes of morbidity and mortality(V01-Y89),1-101-Intentional self-harm(X60-X84),F,85 and Over,7
2021,1-095-External causes of morbidity and mortality(V01-Y89),1-102-Assault(X85-Y09),F,30 - 39,1
2021,1-095-External causes of morbidity and mortality(V01-Y89),1-102-Assault(X85-Y09),F,40 - 49,1
2021,1-095-External causes of morbidity and mortality(V01-Y89),1-103-All other external causes,F,5-Sep,1
2021,1-095-External causes of morbidity and mortality(V01-Y89),1-103-All other external causes,F,Oct-19,2
2021,1-095-External causes of morbidity and mortality(V01-Y89),1-103-All other external causes,F,30 - 39,3
2021,1-095-External causes of morbidity and mortality(V01-Y89),1-103-All other external causes,F,40 - 49,1
2021,1-095-External causes of morbidity and mortality(V01-Y89),1-103-All other external causes,F,50 - 59,2
2021,1-095-External causes of morbidity and mortality(V01-Y89),1-103-All other external causes,F,60 - 64,2
2021,1-095-External causes of morbidity and mortality(V01-Y89),1-103-All other external causes,F,65 - 69,1
2021,1-095-External causes of morbidity and mortality(V01-Y89),1-103-All other external causes,F,70 - 74,1
2021,1-095-External causes of morbidity and mortality(V01-Y89),1-103-All other external causes,F,75 - 79,3
2021,1-095-External causes of morbidity and mortality(V01-Y89),1-103-All other external causes,F,80 - 84,1
2021,1-001-Certain infection and parasitic diseases(A10-B99),1-003-Diarrhoea and gastroenteritis of presumed infectious origin(A09),M,65 - 69,1
2021,1-001-Certain infection and parasitic diseases(A10-B99),1-003-Diarrhoea and gastroenteritis of presumed infectious origin(A09),M,70 - 74,1
2021,1-001-Certain infection and parasitic diseases(A10-B99),1-003-Diarrhoea and gastroenteritis of presumed infectious origin(A09),M,75 - 79,1
